Data;Dia;Mês;Ano;Taxa de câmbio - R$ / US$ - comercial - compra - média;;;;;;;;;;;;;;;
26/03/2018;26;Mar;2018;R$ 3,3028;;;;;;;;;;;;;;;
23/03/2018;23;Mar;2018;R$ 3,3035;;;;;;;;;;;;;;;
22/03/2018;22;Mar;2018;R$ 3,3027;;;;;;;;;;;;;;;
21/03/2018;21;Mar;2018;R$ 3,2915;;;;;;;;;;;;;;;
20/03/2018;20;Mar;2018;R$ 3,2975;;;;;;;;;;;;;;;
19/03/2018;19;Mar;2018;R$ 3,2905;;;;;;;;;;;;;;;
16/03/2018;16;Mar;2018;R$ 3,2899;;;;;;;;;;;;;;;
15/03/2018;15;Mar;2018;R$ 3,2853;;;;;;;;;;;;;;;
14/03/2018;14;Mar;2018;R$ 3,2578;;;;;;;;;;;;;;;
13/03/2018;13;Mar;2018;R$ 3,2486;;;;;;;;;;;;;;;
12/03/2018;12;Mar;2018;R$ 3,2600;;;;;;;;;;;;;;;
09/03/2018;09;Mar;2018;R$ 3,2490;;;;;;;;;;;;;;;
08/03/2018;08;Mar;2018;R$ 3,2512;;;;;;;;;;;;;;;
07/03/2018;07;Mar;2018;R$ 3,2312;;;;;;;;;;;;;;;
06/03/2018;06;Mar;2018;R$ 3,2240;;;;;;;;;;;;;;;
05/03/2018;05;Mar;2018;R$ 3,2576;;;;;;;;;;;;;;;
02/03/2018;02;Mar;2018;R$ 3,2608;;;;;;;;;;;;;;;
01/03/2018;01;Mar;2018;R$ 3,2614;;;;;;;;;;;;;;;
28/02/2018;28;Fev;2018;R$ 3,2443;;;;;;;;;;;;;;;
27/02/2018;27;Fev;2018;R$ 3,2377;;;;;;;;;;;;;;;
26/02/2018;26;Fev;2018;R$ 3,2345;;;;;;;;;;;;;;;
23/02/2018;23;Fev;2018;R$ 3,2411;;;;;;;;;;;;;;;
22/02/2018;22;Fev;2018;R$ 3,2592;;;;;;;;;;;;;;;
21/02/2018;21;Fev;2018;R$ 3,2549;;;;;;;;;;;;;;;
20/02/2018;20;Fev;2018;R$ 3,2501;;;;;;;;;;;;;;;
19/02/2018;19;Fev;2018;R$ 3,2341;;;;;;;;;;;;;;;
16/02/2018;16;Fev;2018;R$ 3,2375;;;;;;;;;;;;;;;
15/02/2018;15;Fev;2018;R$ 3,2202;;;;;;;;;;;;;;;
14/02/2018;14;Fev;2018;R$ 3,2531;;;;;;;;;;;;;;;
09/02/2018;09;Fev;2018;R$ 3,2815;;;;;;;;;;;;;;;
08/02/2018;08;Fev;2018;R$ 3,2686;;;;;;;;;;;;;;;
07/02/2018;07;Fev;2018;R$ 3,2461;;;;;;;;;;;;;;;
06/02/2018;06;Fev;2018;R$ 3,2607;;;;;;;;;;;;;;;
05/02/2018;05;Fev;2018;R$ 3,2349;;;;;;;;;;;;;;;
02/02/2018;02;Fev;2018;R$ 3,2054;;;;;;;;;;;;;;;
01/02/2018;01;Fev;2018;R$ 3,1724;;;;;;;;;;;;;;;
31/01/2018;31;Jan;2018;R$ 3,1618;;;;;;;;;;;;;;;
30/01/2018;30;Jan;2018;R$ 3,1655;;;;;;;;;;;;;;;
29/01/2018;29;Jan;2018;R$ 3,1648;;;;;;;;;;;;;;;
26/01/2018;26;Jan;2018;R$ 3,1444;;;;;;;;;;;;;;;
25/01/2018;25;Jan;2018;R$ 3,1380;;;;;;;;;;;;;;;
24/01/2018;24;Jan;2018;R$ 3,1964;;;;;;;;;;;;;;;
23/01/2018;23;Jan;2018;R$ 3,2243;;;;;;;;;;;;;;;
22/01/2018;22;Jan;2018;R$ 3,1928;;;;;;;;;;;;;;;
19/01/2018;19;Jan;2018;R$ 3,2081;;;;;;;;;;;;;;;
18/01/2018;18;Jan;2018;R$ 3,2123;;;;;;;;;;;;;;;
17/01/2018;17;Jan;2018;R$ 3,2318;;;;;;;;;;;;;;;
16/01/2018;16;Jan;2018;R$ 3,2213;;;;;;;;;;;;;;;
15/01/2018;15;Jan;2018;R$ 3,1957;;;;;;;;;;;;;;;
12/01/2018;12;Jan;2018;R$ 3,2192;;;;;;;;;;;;;;;
11/01/2018;11;Jan;2018;R$ 3,2295;;;;;;;;;;;;;;;
10/01/2018;10;Jan;2018;R$ 3,2461;;;;;;;;;;;;;;;
09/01/2018;09;Jan;2018;R$ 3,2391;;;;;;;;;;;;;;;
08/01/2018;08;Jan;2018;R$ 3,2351;;;;;;;;;;;;;;;
05/01/2018;05;Jan;2018;R$ 3,2403;;;;;;;;;;;;;;;
04/01/2018;04;Jan;2018;R$ 3,2312;;;;;;;;;;;;;;;
03/01/2018;03;Jan;2018;R$ 3,2529;;;;;;;;;;;;;;;
02/01/2018;02;Jan;2018;R$ 3,2691;;;;;;;;;;;;;;;
29/12/2017;29;Dez;2017;R$ 3,3074;;;;;;;;;;;;;;;
28/12/2017;28;Dez;2017;R$ 3,3074;;;;;;;;;;;;;;;
27/12/2017;27;Dez;2017;R$ 3,3024;;;;;;;;;;;;;;;
26/12/2017;26;Dez;2017;R$ 3,3194;;;;;;;;;;;;;;;
22/12/2017;22;Dez;2017;R$ 3,3203;;;;;;;;;;;;;;;
21/12/2017;21;Dez;2017;R$ 3,3039;;;;;;;;;;;;;;;
20/12/2017;20;Dez;2017;R$ 3,2903;;;;;;;;;;;;;;;
19/12/2017;19;Dez;2017;R$ 3,2877;;;;;;;;;;;;;;;
18/12/2017;18;Dez;2017;R$ 3,2875;;;;;;;;;;;;;;;
15/12/2017;15;Dez;2017;R$ 3,3176;;;;;;;;;;;;;;;
14/12/2017;14;Dez;2017;R$ 3,3326;;;;;;;;;;;;;;;
13/12/2017;13;Dez;2017;R$ 3,3030;;;;;;;;;;;;;;;
12/12/2017;12;Dez;2017;R$ 3,3143;;;;;;;;;;;;;;;
11/12/2017;11;Dez;2017;R$ 3,2839;;;;;;;;;;;;;;;
08/12/2017;08;Dez;2017;R$ 3,2805;;;;;;;;;;;;;;;
07/12/2017;07;Dez;2017;R$ 3,2886;;;;;;;;;;;;;;;
06/12/2017;06;Dez;2017;R$ 3,2348;;;;;;;;;;;;;;;
05/12/2017;05;Dez;2017;R$ 3,2316;;;;;;;;;;;;;;;
04/12/2017;04;Dez;2017;R$ 3,2500;;;;;;;;;;;;;;;
01/12/2017;01;Dez;2017;R$ 3,2630;;;;;;;;;;;;;;;
30/11/2017;30;Nov;2017;R$ 3,2610;;;;;;;;;;;;;;;
29/11/2017;29;Nov;2017;R$ 3,2130;;;;;;;;;;;;;;;
28/11/2017;28;Nov;2017;R$ 3,2226;;;;;;;;;;;;;;;
27/11/2017;27;Nov;2017;R$ 3,2212;;;;;;;;;;;;;;;
24/11/2017;24;Nov;2017;R$ 3,2294;;;;;;;;;;;;;;;
23/11/2017;23;Nov;2017;R$ 3,2365;;;;;;;;;;;;;;;
22/11/2017;22;Nov;2017;R$ 3,2555;;;;;;;;;;;;;;;
21/11/2017;21;Nov;2017;R$ 3,2585;;;;;;;;;;;;;;;
20/11/2017;20;Nov;2017;R$ 3,2608;;;;;;;;;;;;;;;
17/11/2017;17;Nov;2017;R$ 3,2782;;;;;;;;;;;;;;;
16/11/2017;16;Nov;2017;R$ 3,2802;;;;;;;;;;;;;;;
14/11/2017;14;Nov;2017;R$ 3,2828;;;;;;;;;;;;;;;
13/11/2017;13;Nov;2017;R$ 3,2867;;;;;;;;;;;;;;;
10/11/2017;10;Nov;2017;R$ 3,2655;;;;;;;;;;;;;;;
09/11/2017;09;Nov;2017;R$ 3,2509;;;;;;;;;;;;;;;
08/11/2017;08;Nov;2017;R$ 3,2503;;;;;;;;;;;;;;;
07/11/2017;07;Nov;2017;R$ 3,2727;;;;;;;;;;;;;;;
06/11/2017;06;Nov;2017;R$ 3,2845;;;;;;;;;;;;;;;
03/11/2017;03;Nov;2017;R$ 3,2914;;;;;;;;;;;;;;;
01/11/2017;01;Nov;2017;R$ 3,2730;;;;;;;;;;;;;;;
31/10/2017;31;Out;2017;R$ 3,2763;;;;;;;;;;;;;;;
30/10/2017;30;Out;2017;R$ 3,2541;;;;;;;;;;;;;;;
27/10/2017;27;Out;2017;R$ 3,2795;;;;;;;;;;;;;;;
26/10/2017;26;Out;2017;R$ 3,2438;;;;;;;;;;;;;;;
25/10/2017;25;Out;2017;R$ 3,2381;;;;;;;;;;;;;;;
24/10/2017;24;Out;2017;R$ 3,2464;;;;;;;;;;;;;;;
23/10/2017;23;Out;2017;R$ 3,1997;;;;;;;;;;;;;;;
20/10/2017;20;Out;2017;R$ 3,1827;;;;;;;;;;;;;;;
19/10/2017;19;Out;2017;R$ 3,1727;;;;;;;;;;;;;;;
18/10/2017;18;Out;2017;R$ 3,1667;;;;;;;;;;;;;;;
17/10/2017;17;Out;2017;R$ 3,1763;;;;;;;;;;;;;;;
16/10/2017;16;Out;2017;R$ 3,1601;;;;;;;;;;;;;;;
13/10/2017;13;Out;2017;R$ 3,1567;;;;;;;;;;;;;;;
11/10/2017;11;Out;2017;R$ 3,1633;;;;;;;;;;;;;;;
10/10/2017;10;Out;2017;R$ 3,1682;;;;;;;;;;;;;;;
09/10/2017;09;Out;2017;R$ 3,1764;;;;;;;;;;;;;;;
06/10/2017;06;Out;2017;R$ 3,1642;;;;;;;;;;;;;;;
05/10/2017;05;Out;2017;R$ 3,1341;;;;;;;;;;;;;;;
04/10/2017;04;Out;2017;R$ 3,1309;;;;;;;;;;;;;;;
03/10/2017;03;Out;2017;R$ 3,1496;;;;;;;;;;;;;;;
02/10/2017;02;Out;2017;R$ 3,1636;;;;;;;;;;;;;;;
29/09/2017;29;Set;2017;R$ 3,1674;;;;;;;;;;;;;;;
28/09/2017;28;Set;2017;R$ 3,1865;;;;;;;;;;;;;;;
27/09/2017;27;Set;2017;R$ 3,1926;;;;;;;;;;;;;;;
26/09/2017;26;Set;2017;R$ 3,1668;;;;;;;;;;;;;;;
25/09/2017;25;Set;2017;R$ 3,1406;;;;;;;;;;;;;;;
22/09/2017;22;Set;2017;R$ 3,1279;;;;;;;;;;;;;;;
21/09/2017;21;Set;2017;R$ 3,1341;;;;;;;;;;;;;;;
20/09/2017;20;Set;2017;R$ 3,1275;;;;;;;;;;;;;;;
19/09/2017;19;Set;2017;R$ 3,1317;;;;;;;;;;;;;;;
18/09/2017;18;Set;2017;R$ 3,1233;;;;;;;;;;;;;;;
15/09/2017;15;Set;2017;R$ 3,1249;;;;;;;;;;;;;;;
14/09/2017;14;Set;2017;R$ 3,1348;;;;;;;;;;;;;;;
13/09/2017;13;Set;2017;R$ 3,1337;;;;;;;;;;;;;;;
12/09/2017;12;Set;2017;R$ 3,1138;;;;;;;;;;;;;;;
11/09/2017;11;Set;2017;R$ 3,0846;;;;;;;;;;;;;;;
08/09/2017;08;Set;2017;R$ 3,0902;;;;;;;;;;;;;;;
06/09/2017;06;Set;2017;R$ 3,1127;;;;;;;;;;;;;;;
05/09/2017;05;Set;2017;R$ 3,1197;;;;;;;;;;;;;;;
04/09/2017;04;Set;2017;R$ 3,1383;;;;;;;;;;;;;;;
01/09/2017;01;Set;2017;R$ 3,1327;;;;;;;;;;;;;;;
31/08/2017;31;Ago;2017;R$ 3,1465;;;;;;;;;;;;;;;
30/08/2017;30;Ago;2017;R$ 3,1632;;;;;;;;;;;;;;;
29/08/2017;29;Ago;2017;R$ 3,1689;;;;;;;;;;;;;;;
28/08/2017;28;Ago;2017;R$ 3,1557;;;;;;;;;;;;;;;
25/08/2017;25;Ago;2017;R$ 3,1456;;;;;;;;;;;;;;;
24/08/2017;24;Ago;2017;R$ 3,1398;;;;;;;;;;;;;;;
23/08/2017;23;Ago;2017;R$ 3,1563;;;;;;;;;;;;;;;
22/08/2017;22;Ago;2017;R$ 3,1533;;;;;;;;;;;;;;;
21/08/2017;21;Ago;2017;R$ 3,1437;;;;;;;;;;;;;;;
18/08/2017;18;Ago;2017;R$ 3,1648;;;;;;;;;;;;;;;
17/08/2017;17;Ago;2017;R$ 3,1597;;;;;;;;;;;;;;;
16/08/2017;16;Ago;2017;R$ 3,1664;;;;;;;;;;;;;;;
15/08/2017;15;Ago;2017;R$ 3,1970;;;;;;;;;;;;;;;
14/08/2017;14;Ago;2017;R$ 3,1882;;;;;;;;;;;;;;;
11/08/2017;11;Ago;2017;R$ 3,1689;;;;;;;;;;;;;;;
10/08/2017;10;Ago;2017;R$ 3,1537;;;;;;;;;;;;;;;
09/08/2017;09;Ago;2017;R$ 3,1458;;;;;;;;;;;;;;;
08/08/2017;08;Ago;2017;R$ 3,1314;;;;;;;;;;;;;;;
07/08/2017;07;Ago;2017;R$ 3,1261;;;;;;;;;;;;;;;
04/08/2017;04;Ago;2017;R$ 3,1218;;;;;;;;;;;;;;;
03/08/2017;03;Ago;2017;R$ 3,1188;;;;;;;;;;;;;;;
02/08/2017;02;Ago;2017;R$ 3,1262;;;;;;;;;;;;;;;
01/08/2017;01;Ago;2017;R$ 3,1154;;;;;;;;;;;;;;;
31/07/2017;31;Jul;2017;R$ 3,1301;;;;;;;;;;;;;;;
28/07/2017;28;Jul;2017;R$ 3,1451;;;;;;;;;;;;;;;
27/07/2017;27;Jul;2017;R$ 3,1507;;;;;;;;;;;;;;;
26/07/2017;26;Jul;2017;R$ 3,1651;;;;;;;;;;;;;;;
25/07/2017;25;Jul;2017;R$ 3,1550;;;;;;;;;;;;;;;
24/07/2017;24;Jul;2017;R$ 3,1453;;;;;;;;;;;;;;;
21/07/2017;21;Jul;2017;R$ 3,1250;;;;;;;;;;;;;;;
20/07/2017;20;Jul;2017;R$ 3,1396;;;;;;;;;;;;;;;
19/07/2017;19;Jul;2017;R$ 3,1527;;;;;;;;;;;;;;;
18/07/2017;18;Jul;2017;R$ 3,1662;;;;;;;;;;;;;;;
17/07/2017;17;Jul;2017;R$ 3,1815;;;;;;;;;;;;;;;
14/07/2017;14;Jul;2017;R$ 3,1893;;;;;;;;;;;;;;;
13/07/2017;13;Jul;2017;R$ 3,2102;;;;;;;;;;;;;;;
12/07/2017;12;Jul;2017;R$ 3,2258;;;;;;;;;;;;;;;
11/07/2017;11;Jul;2017;R$ 3,2516;;;;;;;;;;;;;;;
10/07/2017;10;Jul;2017;R$ 3,2644;;;;;;;;;;;;;;;
07/07/2017;07;Jul;2017;R$ 3,2889;;;;;;;;;;;;;;;
06/07/2017;06;Jul;2017;R$ 3,3058;;;;;;;;;;;;;;;
05/07/2017;05;Jul;2017;R$ 3,3187;;;;;;;;;;;;;;;
04/07/2017;04;Jul;2017;R$ 3,3044;;;;;;;;;;;;;;;
03/07/2017;03;Jul;2017;R$ 3,3009;;;;;;;;;;;;;;;
30/06/2017;30;Jun;2017;R$ 3,3076;;;;;;;;;;;;;;;
29/06/2017;29;Jun;2017;R$ 3,2946;;;;;;;;;;;;;;;
28/06/2017;28;Jun;2017;R$ 3,3024;;;;;;;;;;;;;;;
27/06/2017;27;Jun;2017;R$ 3,3166;;;;;;;;;;;;;;;
26/06/2017;26;Jun;2017;R$ 3,3122;;;;;;;;;;;;;;;
23/06/2017;23;Jun;2017;R$ 3,3336;;;;;;;;;;;;;;;
22/06/2017;22;Jun;2017;R$ 3,3356;;;;;;;;;;;;;;;
21/06/2017;21;Jun;2017;R$ 3,3241;;;;;;;;;;;;;;;
20/06/2017;20;Jun;2017;R$ 3,3139;;;;;;;;;;;;;;;
19/06/2017;19;Jun;2017;R$ 3,2969;;;;;;;;;;;;;;;
16/06/2017;16;Jun;2017;R$ 3,2886;;;;;;;;;;;;;;;
14/06/2017;14;Jun;2017;R$ 3,2830;;;;;;;;;;;;;;;
13/06/2017;13;Jun;2017;R$ 3,3202;;;;;;;;;;;;;;;
12/06/2017;12;Jun;2017;R$ 3,2980;;;;;;;;;;;;;;;
09/06/2017;09;Jun;2017;R$ 3,2734;;;;;;;;;;;;;;;
08/06/2017;08;Jun;2017;R$ 3,2832;;;;;;;;;;;;;;;
07/06/2017;07;Jun;2017;R$ 3,2741;;;;;;;;;;;;;;;
06/06/2017;06;Jun;2017;R$ 3,2811;;;;;;;;;;;;;;;
05/06/2017;05;Jun;2017;R$ 3,2814;;;;;;;;;;;;;;;
02/06/2017;02;Jun;2017;R$ 3,2395;;;;;;;;;;;;;;;
01/06/2017;01;Jun;2017;R$ 3,2301;;;;;;;;;;;;;;;
31/05/2017;31;Mai;2017;R$ 3,2431;;;;;;;;;;;;;;;
30/05/2017;30;Mai;2017;R$ 3,2653;;;;;;;;;;;;;;;
29/05/2017;29;Mai;2017;R$ 3,2703;;;;;;;;;;;;;;;
26/05/2017;26;Mai;2017;R$ 3,2608;;;;;;;;;;;;;;;
25/05/2017;25;Mai;2017;R$ 3,2818;;;;;;;;;;;;;;;
24/05/2017;24;Mai;2017;R$ 3,2623;;;;;;;;;;;;;;;
23/05/2017;23;Mai;2017;R$ 3,2648;;;;;;;;;;;;;;;
22/05/2017;22;Mai;2017;R$ 3,2857;;;;;;;;;;;;;;;
19/05/2017;19;Mai;2017;R$ 3,2872;;;;;;;;;;;;;;;
18/05/2017;18;Mai;2017;R$ 3,3756;;;;;;;;;;;;;;;
17/05/2017;17;Mai;2017;R$ 3,1070;;;;;;;;;;;;;;;
16/05/2017;16;Mai;2017;R$ 3,0918;;;;;;;;;;;;;;;
15/05/2017;15;Mai;2017;R$ 3,1005;;;;;;;;;;;;;;;
12/05/2017;12;Mai;2017;R$ 3,1284;;;;;;;;;;;;;;;
11/05/2017;11;Mai;2017;R$ 3,1553;;;;;;;;;;;;;;;
10/05/2017;10;Mai;2017;R$ 3,1600;;;;;;;;;;;;;;;
09/05/2017;09;Mai;2017;R$ 3,1851;;;;;;;;;;;;;;;
08/05/2017;08;Mai;2017;R$ 3,1932;;;;;;;;;;;;;;;
05/05/2017;05;Mai;2017;R$ 3,1758;;;;;;;;;;;;;;;
04/05/2017;04;Mai;2017;R$ 3,1774;;;;;;;;;;;;;;;
03/05/2017;03;Mai;2017;R$ 3,1483;;;;;;;;;;;;;;;
02/05/2017;02;Mai;2017;R$ 3,1718;;;;;;;;;;;;;;;
28/04/2017;28;Abr;2017;R$ 3,1978;;;;;;;;;;;;;;;
27/04/2017;27;Abr;2017;R$ 3,1757;;;;;;;;;;;;;;;
26/04/2017;26;Abr;2017;R$ 3,1841;;;;;;;;;;;;;;;
25/04/2017;25;Abr;2017;R$ 3,1571;;;;;;;;;;;;;;;
24/04/2017;24;Abr;2017;R$ 3,1245;;;;;;;;;;;;;;;
20/04/2017;20;Abr;2017;R$ 3,1447;;;;;;;;;;;;;;;
19/04/2017;19;Abr;2017;R$ 3,1288;;;;;;;;;;;;;;;
18/04/2017;18;Abr;2017;R$ 3,0952;;;;;;;;;;;;;;;
17/04/2017;17;Abr;2017;R$ 3,1030;;;;;;;;;;;;;;;
13/04/2017;13;Abr;2017;R$ 3,1263;;;;;;;;;;;;;;;
12/04/2017;12;Abr;2017;R$ 3,1457;;;;;;;;;;;;;;;
11/04/2017;11;Abr;2017;R$ 3,1418;;;;;;;;;;;;;;;
10/04/2017;10;Abr;2017;R$ 3,1403;;;;;;;;;;;;;;;
07/04/2017;07;Abr;2017;R$ 3,1296;;;;;;;;;;;;;;;
06/04/2017;06;Abr;2017;R$ 3,1154;;;;;;;;;;;;;;;
05/04/2017;05;Abr;2017;R$ 3,0917;;;;;;;;;;;;;;;
04/04/2017;04;Abr;2017;R$ 3,1225;;;;;;;;;;;;;;;
03/04/2017;03;Abr;2017;R$ 3,1161;;;;;;;;;;;;;;;
31/03/2017;31;Mar;2017;R$ 3,1678;;;;;;;;;;;;;;;
30/03/2017;30;Mar;2017;R$ 3,1241;;;;;;;;;;;;;;;
29/03/2017;29;Mar;2017;R$ 3,1223;;;;;;;;;;;;;;;
28/03/2017;28;Mar;2017;R$ 3,1297;;;;;;;;;;;;;;;
27/03/2017;27;Mar;2017;R$ 3,1250;;;;;;;;;;;;;;;
24/03/2017;24;Mar;2017;R$ 3,1276;;;;;;;;;;;;;;;
23/03/2017;23;Mar;2017;R$ 3,1242;;;;;;;;;;;;;;;
22/03/2017;22;Mar;2017;R$ 3,0933;;;;;;;;;;;;;;;
21/03/2017;21;Mar;2017;R$ 3,0759;;;;;;;;;;;;;;;
20/03/2017;20;Mar;2017;R$ 3,0892;;;;;;;;;;;;;;;
17/03/2017;17;Mar;2017;R$ 3,1069;;;;;;;;;;;;;;;
16/03/2017;16;Mar;2017;R$ 3,1074;;;;;;;;;;;;;;;
15/03/2017;15;Mar;2017;R$ 3,1623;;;;;;;;;;;;;;;
14/03/2017;14;Mar;2017;R$ 3,1633;;;;;;;;;;;;;;;
13/03/2017;13;Mar;2017;R$ 3,1535;;;;;;;;;;;;;;;
10/03/2017;10;Mar;2017;R$ 3,1617;;;;;;;;;;;;;;;
09/03/2017;09;Mar;2017;R$ 3,1729;;;;;;;;;;;;;;;
08/03/2017;08;Mar;2017;R$ 3,1471;;;;;;;;;;;;;;;
07/03/2017;07;Mar;2017;R$ 3,1179;;;;;;;;;;;;;;;
06/03/2017;06;Mar;2017;R$ 3,1105;;;;;;;;;;;;;;;
03/03/2017;03;Mar;2017;R$ 3,1358;;;;;;;;;;;;;;;
02/03/2017;02;Mar;2017;R$ 3,1132;;;;;;;;;;;;;;;
01/03/2017;01;Mar;2017;R$ 3,0970;;;;;;;;;;;;;;;
24/02/2017;24;Fev;2017;R$ 3,0987;;;;;;;;;;;;;;;
23/02/2017;23;Fev;2017;R$ 3,0632;;;;;;;;;;;;;;;
22/02/2017;22;Fev;2017;R$ 3,0818;;;;;;;;;;;;;;;
21/02/2017;21;Fev;2017;R$ 3,0964;;;;;;;;;;;;;;;
20/02/2017;20;Fev;2017;R$ 3,0912;;;;;;;;;;;;;;;
17/02/2017;17;Fev;2017;R$ 3,0944;;;;;;;;;;;;;;;
16/02/2017;16;Fev;2017;R$ 3,0504;;;;;;;;;;;;;;;
15/02/2017;15;Fev;2017;R$ 3,0773;;;;;;;;;;;;;;;
14/02/2017;14;Fev;2017;R$ 3,0998;;;;;;;;;;;;;;;
13/02/2017;13;Fev;2017;R$ 3,1169;;;;;;;;;;;;;;;
10/02/2017;10;Fev;2017;R$ 3,1149;;;;;;;;;;;;;;;
09/02/2017;09;Fev;2017;R$ 3,1179;;;;;;;;;;;;;;;
08/02/2017;08;Fev;2017;R$ 3,1248;;;;;;;;;;;;;;;
07/02/2017;07;Fev;2017;R$ 3,1298;;;;;;;;;;;;;;;
06/02/2017;06;Fev;2017;R$ 3,1173;;;;;;;;;;;;;;;
03/02/2017;03;Fev;2017;R$ 3,1235;;;;;;;;;;;;;;;
02/02/2017;02;Fev;2017;R$ 3,1190;;;;;;;;;;;;;;;
01/02/2017;01;Fev;2017;R$ 3,1473;;;;;;;;;;;;;;;
31/01/2017;31;Jan;2017;R$ 3,1264;;;;;;;;;;;;;;;
30/01/2017;30;Jan;2017;R$ 3,1310;;;;;;;;;;;;;;;
27/01/2017;27;Jan;2017;R$ 3,1590;;;;;;;;;;;;;;;
26/01/2017;26;Jan;2017;R$ 3,1798;;;;;;;;;;;;;;;
25/01/2017;25;Jan;2017;R$ 3,1679;;;;;;;;;;;;;;;
24/01/2017;24;Jan;2017;R$ 3,1643;;;;;;;;;;;;;;;
23/01/2017;23;Jan;2017;R$ 3,1603;;;;;;;;;;;;;;;
20/01/2017;20;Jan;2017;R$ 3,1912;;;;;;;;;;;;;;;
19/01/2017;19;Jan;2017;R$ 3,2107;;;;;;;;;;;;;;;
18/01/2017;18;Jan;2017;R$ 3,2205;;;;;;;;;;;;;;;
17/01/2017;17;Jan;2017;R$ 3,2094;;;;;;;;;;;;;;;
16/01/2017;16;Jan;2017;R$ 3,2228;;;;;;;;;;;;;;;
13/01/2017;13;Jan;2017;R$ 3,2028;;;;;;;;;;;;;;;
12/01/2017;12;Jan;2017;R$ 3,1655;;;;;;;;;;;;;;;
11/01/2017;11;Jan;2017;R$ 3,2148;;;;;;;;;;;;;;;
10/01/2017;10;Jan;2017;R$ 3,1912;;;;;;;;;;;;;;;
09/01/2017;09;Jan;2017;R$ 3,2091;;;;;;;;;;;;;;;
06/01/2017;06;Jan;2017;R$ 3,2051;;;;;;;;;;;;;;;
05/01/2017;05;Jan;2017;R$ 3,2123;;;;;;;;;;;;;;;
04/01/2017;04;Jan;2017;R$ 3,2327;;;;;;;;;;;;;;;
03/01/2017;03;Jan;2017;R$ 3,2626;;;;;;;;;;;;;;;
02/01/2017;02;Jan;2017;R$ 3,2723;;;;;;;;;;;;;;;
30/12/2016;30;Dez;2016;R$ 3,2585;;;;;;;;;;;;;;;
29/12/2016;29;Dez;2016;R$ 3,2585;;;;;;;;;;;;;;;
28/12/2016;28;Dez;2016;R$ 3,2768;;;;;;;;;;;;;;;
27/12/2016;27;Dez;2016;R$ 3,2770;;;;;;;;;;;;;;;
26/12/2016;26;Dez;2016;R$ 3,2695;;;;;;;;;;;;;;;
23/12/2016;23;Dez;2016;R$ 3,2690;;;;;;;;;;;;;;;
22/12/2016;22;Dez;2016;R$ 3,3296;;;;;;;;;;;;;;;
21/12/2016;21;Dez;2016;R$ 3,3291;;;;;;;;;;;;;;;
20/12/2016;20;Dez;2016;R$ 3,3580;;;;;;;;;;;;;;;
19/12/2016;19;Dez;2016;R$ 3,3772;;;;;;;;;;;;;;;
16/12/2016;16;Dez;2016;R$ 3,3706;;;;;;;;;;;;;;;
15/12/2016;15;Dez;2016;R$ 3,3824;;;;;;;;;;;;;;;
14/12/2016;14;Dez;2016;R$ 3,3097;;;;;;;;;;;;;;;
13/12/2016;13;Dez;2016;R$ 3,3334;;;;;;;;;;;;;;;
12/12/2016;12;Dez;2016;R$ 3,3691;;;;;;;;;;;;;;;
09/12/2016;09;Dez;2016;R$ 3,3852;;;;;;;;;;;;;;;
08/12/2016;08;Dez;2016;R$ 3,4002;;;;;;;;;;;;;;;
07/12/2016;07;Dez;2016;R$ 3,3889;;;;;;;;;;;;;;;
06/12/2016;06;Dez;2016;R$ 3,4348;;;;;;;;;;;;;;;
05/12/2016;05;Dez;2016;R$ 3,4592;;;;;;;;;;;;;;;
02/12/2016;02;Dez;2016;R$ 3,4644;;;;;;;;;;;;;;;
01/12/2016;01;Dez;2016;R$ 3,4356;;;;;;;;;;;;;;;
30/11/2016;30;Nov;2016;R$ 3,3961;;;;;;;;;;;;;;;
29/11/2016;29;Nov;2016;R$ 3,4054;;;;;;;;;;;;;;;
28/11/2016;28;Nov;2016;R$ 3,3990;;;;;;;;;;;;;;;
25/11/2016;25;Nov;2016;R$ 3,4273;;;;;;;;;;;;;;;
24/11/2016;24;Nov;2016;R$ 3,3981;;;;;;;;;;;;;;;
23/11/2016;23;Nov;2016;R$ 3,3921;;;;;;;;;;;;;;;
22/11/2016;22;Nov;2016;R$ 3,3470;;;;;;;;;;;;;;;
21/11/2016;21;Nov;2016;R$ 3,3511;;;;;;;;;;;;;;;
18/11/2016;18;Nov;2016;R$ 3,3911;;;;;;;;;;;;;;;
17/11/2016;17;Nov;2016;R$ 3,4046;;;;;;;;;;;;;;;
16/11/2016;16;Nov;2016;R$ 3,4177;;;;;;;;;;;;;;;
14/11/2016;14;Nov;2016;R$ 3,4440;;;;;;;;;;;;;;;
11/11/2016;11;Nov;2016;R$ 3,4371;;;;;;;;;;;;;;;
10/11/2016;10;Nov;2016;R$ 3,3098;;;;;;;;;;;;;;;
09/11/2016;09;Nov;2016;R$ 3,2252;;;;;;;;;;;;;;;
08/11/2016;08;Nov;2016;R$ 3,2018;;;;;;;;;;;;;;;
07/11/2016;07;Nov;2016;R$ 3,2018;;;;;;;;;;;;;;;
04/11/2016;04;Nov;2016;R$ 3,2443;;;;;;;;;;;;;;;
03/11/2016;03;Nov;2016;R$ 3,2304;;;;;;;;;;;;;;;
01/11/2016;01;Nov;2016;R$ 3,2047;;;;;;;;;;;;;;;
